event,station,time,phase,amplitude
141,V0805,2024-08-16 11:10:36.660145373,S,5.155160705615681e-05
36,V0409,2024-08-16 11:09:56.307872112,P,0.00012000362508267367
291,V0304,2024-08-16 11:11:34.221143365,S,6.226028754948953e-05
-1,V0506,2024-08-16 11:10:02.327661000,P,3.535343104889842e-05
267,V0506,2024-08-16 11:11:24.550116637,P,9.200921162557665e-05
181,V0807,2024-08-16 11:10:48.997146221,P,4.2278036408857975e-05
290,V0409,2024-08-16 11:11:33.147050543,S,0.00012086026432485248
66,V0805,2024-08-16 11:10:07.648997995,P,0.00012373085012743103
120,V0407,2024-08-16 11:10:26.828101838,S,3.866172706815537e-05
162,V0310,2024-08-16 11:10:43.062798661,S,3.242781378283051e-05
78,V0102,2024-08-16 11:10:13.526728921,P,5.090122832440384e-05
-1,V0305,2024-08-16 11:10:22.682360000,P,0.0005685938434175143
-1,V0310,2024-08-16 11:10:06.895203000,S,0.0007257138393697018
269,V0302,2024-08-16 11:11:26.515502363,S,0.00023607326482196996
-1,V0505,2024-08-16 11:10:00.056969000,S,2.8145072719603487e-05
25,V0105,2024-08-16 11:09:51.279292772,P,3.550184189194729e-05
146,V0307,2024-08-16 11:10:37.649690110,P,5.154406381670322e-05
-1,V0412,2024-08-16 11:09:47.820211000,S,0.0002931189259658234
-1,V0807,2024-08-16 11:10:46.949216000,P,4.866499941768801e-05
290,V0805,2024-08-16 11:11:33.147051335,P,7.398427801742069e-05
-1,V0304,2024-08-16 11:10:52.908545000,P,0.00017160513521332317
-1,V0303,2024-08-16 11:10:39.246547000,P,8.543561153505065e-05
184,V0802,2024-08-16 11:10:51.191243283,P,3.888895194521008e-05
125,V0811,2024-08-16 11:10:29.927149457,P,6.400324273108408e-05
88,V0811,2024-08-16 11:10:16.862271896,P,3.425461357645829e-05
96,V0307,2024-08-16 11:10:19.114566134,P,6.541500167851113e-05
216,V0305,2024-08-16 11:11:04.075013061,P,0.0002406000758202406
6,V0410,2024-08-16 11:09:42.986680863,P,0.0005435544658734191
65,V0802,2024-08-16 11:10:07.630911949,S,3.9296670168077226e-05
-1,V0812,2024-08-16 11:10:32.931055000,S,0.0001628088495979607
49,V0812,2024-08-16 11:10:01.533336807,P,5.953161360060919e-05
239,V0408,2024-08-16 11:11:10.982151815,S,7.069040354243958e-05
32,V0506,2024-08-16 11:09:53.775856636,P,8.476675334358964e-05
-1,V0810,2024-08-16 11:11:18.866847000,S,5.662809658382777e-05
57,V0506,2024-08-16 11:10:04.265901282,S,0.00017424122598870258
294,V0306,2024-08-16 11:11:36.131211921,S,0.00017874238452140096
-1,V0809,2024-08-16 11:09:56.535254000,S,6.359443795957693e-05
-1,V0308,2024-08-16 11:10:16.273992000,S,2.3234672247429427e-05
201,V0402,2024-08-16 11:10:55.975229624,S,5.092841289298048e-05
42,V0408,2024-08-16 11:09:59.392070494,S,6.029678166812855e-05
161,V0302,2024-08-16 11:10:42.795452107,P,5.8922385081497366e-05
96,V0302,2024-08-16 11:10:19.114560934,P,0.0001358542797365465
-1,V0307,2024-08-16 11:10:55.914629000,S,0.00010705333732171365
120,V0404,2024-08-16 11:10:26.828113261,S,5.649743259358012e-05
139,V0812,2024-08-16 11:10:35.221125030,P,5.470859849648947e-05
-1,V0505,2024-08-16 11:11:37.040845000,S,7.418502085512275e-05
-1,V0504,2024-08-16 11:10:07.776922000,P,3.444399693923988e-05
112,V0810,2024-08-16 11:10:24.102306030,P,9.707455006008472e-05
119,V0703,2024-08-16 11:10:26.312796591,P,3.8470269375754656e-05
213,V0810,2024-08-16 11:11:03.298142163,P,0.0030495449944849817
76,V0809,2024-08-16 11:10:12.925532927,P,4.079699176445459e-05
126,V0505,2024-08-16 11:10:30.514184402,S,0.0006099171410768493
181,V0412,2024-08-16 11:10:48.997146734,P,0.0001460766260931151
283,V0117,2024-08-16 11:11:31.492897525,S,3.216434776041588e-05
281,V0810,2024-08-16 11:11:30.171205981,P,0.00012650762874572577
53,V0811,2024-08-16 11:10:02.360883116,P,8.804577409698134e-05
175,V0308,2024-08-16 11:10:47.281417227,S,0.0012256537352415386
237,V0409,2024-08-16 11:11:10.808003903,S,0.00014935130031470012
24,V0306,2024-08-16 11:09:50.890504400,P,8.684860796367277e-05
123,V0505,2024-08-16 11:10:27.748300679,P,5.5632432505659744e-05
120,V0807,2024-08-16 11:10:26.828092221,P,0.00028414037766482975
46,V0504,2024-08-16 11:10:00.612320958,S,8.59325957308355e-05
281,V0109,2024-08-16 11:11:30.171229866,S,3.796530803977549e-05
176,V0412,2024-08-16 11:10:47.437649120,P,7.945243808745761e-05
87,V0304,2024-08-16 11:10:16.417524699,S,0.00019045907837848813
226,V0309,2024-08-16 11:11:07.781097558,P,3.6680993522676416e-05
170,V0509,2024-08-16 11:10:45.391816099,P,8.143019741819817e-05
-1,V0414,2024-08-16 11:10:44.680716000,P,0.0003101488336900605
4,V0409,2024-08-16 11:09:41.778223247,P,3.6306422118693055e-05
231,V0117,2024-08-16 11:11:08.895696907,S,4.633045017923841e-05
67,V0307,2024-08-16 11:10:07.960903286,S,5.236531429687868e-05
11,V0417,2024-08-16 11:09:45.782567901,S,5.9193569272556815e-05
-1,V0302,2024-08-16 11:10:44.160166000,S,0.00014596347713075465
218,V0504,2024-08-16 11:11:04.105741503,S,3.919632266189284e-05
270,V0307,2024-08-16 11:11:26.806596846,S,5.868188086733905e-05
205,V0303,2024-08-16 11:10:57.770632569,P,0.00013673118908719397
-1,V0805,2024-08-16 11:11:31.188368000,S,9.50266499126283e-05
251,V0304,2024-08-16 11:11:19.575606265,S,4.3529638513595075e-05
-1,V0308,2024-08-16 11:11:03.589482000,P,0.00020719112264968627
98,V0309,2024-08-16 11:10:19.259694643,S,4.686478025804928e-05
299,V0303,2024-08-16 11:11:37.584515633,S,0.00012430817035554199
235,V0402,2024-08-16 11:11:10.338055319,P,4.3654613538453684e-05
-1,V0117,2024-08-16 11:10:56.251204000,P,0.00013351880104482764
-1,V0810,2024-08-16 11:09:50.712620000,S,0.0002258185521603502
-1,V0704,2024-08-16 11:09:56.771823000,S,0.0018143497835205846
39,V0303,2024-08-16 11:09:57.969969773,S,0.0002347208924859618
219,V0809,2024-08-16 11:11:04.206115706,P,4.331997496833691e-05
78,V0104,2024-08-16 11:10:13.526743161,S,0.00010088838156889897
176,V0306,2024-08-16 11:10:47.437653881,P,4.305254928993442e-05
26,V0306,2024-08-16 11:09:51.349540215,P,6.716022438610468e-05
153,V0306,2024-08-16 11:10:39.760266364,S,0.00023235505947739253
-1,V0303,2024-08-16 11:09:44.219034000,S,0.00012477299691564405
-1,V0310,2024-08-16 11:10:06.066040000,P,9.93365723126278e-05
126,V0502,2024-08-16 11:10:30.514192317,P,3.234385523690253e-05
249,V0504,2024-08-16 11:11:18.098062522,P,0.00019909616624532014
4,V0509,2024-08-16 11:09:41.778232609,S,0.00011505421775671874
254,V0811,2024-08-16 11:11:20.544970237,S,8.851481140427974e-05
298,V0302,2024-08-16 11:11:37.376522680,P,4.6754090459070566e-05
-1,V0508,2024-08-16 11:10:25.846553000,P,0.00020956344017453597
-1,V0702,2024-08-16 11:11:09.904744000,S,0.00013999812450000488
5,V0409,2024-08-16 11:09:42.198094336,S,5.6029823923336236e-05
-1,V0703,2024-08-16 11:10:48.184943000,P,0.0004460501707532802
-1,V0309,2024-08-16 11:10:40.846980000,P,9.616597757600265e-05
235,V0702,2024-08-16 11:11:10.338040843,P,0.00013681517993390348
188,V0506,2024-08-16 11:10:52.732756104,P,0.000681954014407462
158,V0404,2024-08-16 11:10:41.147191325,S,0.00015228341154832604
16,V0809,2024-08-16 11:09:48.299098036,P,0.00013220048661259648
179,V0510,2024-08-16 11:10:48.188078918,S,3.2719656353634755e-05
178,V0812,2024-08-16 11:10:48.003958039,S,3.734803895057671e-05
129,V0808,2024-08-16 11:10:31.033909771,P,4.816712354258137e-05
-1,V0308,2024-08-16 11:10:28.663423000,S,0.00014470712596745077
275,V0306,2024-08-16 11:11:28.857425334,S,0.00020169123912211332
14,V0417,2024-08-16 11:09:47.318161092,P,4.695932674723946e-05
199,V0304,2024-08-16 11:10:55.392182394,S,0.00015614442589013155
151,V0807,2024-08-16 11:10:39.613180017,P,0.00026344486738087995
109,V0404,2024-08-16 11:10:21.656548705,S,0.000539601758269346
-1,V0305,2024-08-16 11:11:38.556081000,P,0.00011616890064704225
138,V0807,2024-08-16 11:10:34.823373730,P,0.00023581024555529334
170,V0304,2024-08-16 11:10:45.391821267,S,0.0001442667908456928
136,V0412,2024-08-16 11:10:33.255003057,P,4.2307738307026654e-05
-1,V0404,2024-08-16 11:09:56.125476000,P,0.00010958201448292783
92,V0508,2024-08-16 11:10:17.938564407,P,3.375648387604767e-05
15,V0703,2024-08-16 11:09:47.435307266,P,3.708648543032594e-05
263,V0809,2024-08-16 11:11:22.567996950,P,6.712918208493258e-05
47,V0505,2024-08-16 11:10:00.669518960,S,6.461257124077496e-05
-1,V0117,2024-08-16 11:11:19.694429000,S,4.673824008885447e-05
56,V0809,2024-08-16 11:10:03.261653307,P,0.0004383793304281678
235,V0508,2024-08-16 11:11:10.338037981,P,7.632062857173774e-05
190,V0805,2024-08-16 11:10:53.308194812,S,0.00011209544841882176
292,V0404,2024-08-16 11:11:34.349860076,P,3.433221090285289e-05
-1,V0308,2024-08-16 11:09:54.861496000,S,0.0001056357082039572
207,V0412,2024-08-16 11:11:00.560027165,S,0.0010784220372365093
-1,V0812,2024-08-16 11:10:46.330434000,P,0.00011910305010092315
92,V0308,2024-08-16 11:10:17.938573254,S,4.574824304428497e-05
135,V0504,2024-08-16 11:10:32.984845141,P,4.2700841172884386e-05
142,V0702,2024-08-16 11:10:36.907726572,S,5.556889115576886e-05
32,V0810,2024-08-16 11:09:53.775862410,P,6.0429386712748894e-05
235,V0407,2024-08-16 11:11:10.338052308,S,5.943382653396506e-05
-1,V0410,2024-08-16 11:10:31.412304000,P,8.980816877518754e-05
-1,V0510,2024-08-16 11:11:12.285044000,S,0.0002709408836475516
262,V0807,2024-08-16 11:11:22.347975052,P,3.332141593512342e-05
46,V0502,2024-08-16 11:10:00.612326126,S,4.007314771019675e-05
183,V0302,2024-08-16 11:10:49.783695740,P,6.789303175342999e-05
-1,V0417,2024-08-16 11:10:27.742388000,S,0.00011249945752937219
284,V0812,2024-08-16 11:11:32.019574815,P,4.7715805638873206e-05
267,V0506,2024-08-16 11:11:24.550121380,S,9.200921162557665e-05
114,V0407,2024-08-16 11:10:24.897499931,P,3.719991151204994e-05
34,V0506,2024-08-16 11:09:55.750345809,P,0.0002793441232443647
-1,V0417,2024-08-16 11:11:31.868708000,S,0.00021139865765616256
271,V0407,2024-08-16 11:11:26.882694408,S,0.00010916029390484169
35,V0104,2024-08-16 11:09:55.787681285,P,6.965330138142275e-05
-1,V0505,2024-08-16 11:10:00.360640000,P,4.340103145712518e-05
162,V0306,2024-08-16 11:10:43.062793460,S,5.093843457826548e-05
294,V0403,2024-08-16 11:11:36.131221838,P,3.2965613575599054e-05
86,V0808,2024-08-16 11:10:16.288232335,S,0.00043963181703632386
19,V0510,2024-08-16 11:09:49.678842627,P,4.8381517205669816e-05
246,V0417,2024-08-16 11:11:16.714846250,P,4.6830899100902695e-05
-1,V0704,2024-08-16 11:10:13.618190000,P,7.538823988058887e-05
240,V0403,2024-08-16 11:11:11.032036000,S,5.4186311124379893e-05
-1,V0308,2024-08-16 11:11:07.742059000,S,3.966207473178875e-05
-1,V0305,2024-08-16 11:11:11.223842000,S,0.00020497148766511443
163,V0409,2024-08-16 11:10:43.704907376,P,3.5314810894249955e-05
15,V0412,2024-08-16 11:09:47.435298418,S,0.0006952154506619851
40,V0307,2024-08-16 11:09:58.339540416,S,5.505589800454456e-05
56,V0508,2024-08-16 11:10:03.261652654,P,0.0001652680330782153
159,V0410,2024-08-16 11:10:41.368794568,P,0.00034305283954451496
114,V0505,2024-08-16 11:10:24.897500682,S,0.00015960892311082074
33,V0117,2024-08-16 11:09:54.293453746,S,9.936975679744661e-05
80,V0407,2024-08-16 11:10:14.747423709,P,4.671786641039892e-05
30,V0102,2024-08-16 11:09:52.933651391,P,3.320113801286611e-05
-1,V0404,2024-08-16 11:11:21.341101000,P,0.0001490804679302204
290,V0307,2024-08-16 11:11:33.147071088,S,5.1099112044578103e-05
142,V0412,2024-08-16 11:10:36.907694795,P,0.001007177440108422
258,V0408,2024-08-16 11:11:21.546821284,P,4.517707225463166e-05
86,V0508,2024-08-16 11:10:16.288239133,S,0.00012038259814418506
171,V0504,2024-08-16 11:10:45.684071958,P,3.7954955874621985e-05
-1,V0309,2024-08-16 11:10:29.938131000,S,8.817510761147235e-05
250,V0809,2024-08-16 11:11:18.728751796,S,0.00019185587220712879
124,V0807,2024-08-16 11:10:29.732380154,S,0.00012907561905512878
-1,V0304,2024-08-16 11:11:35.772314000,P,0.00036499256779516675
-1,V0704,2024-08-16 11:11:16.103692000,P,0.00011362997175842066
-1,V0414,2024-08-16 11:10:21.273484000,S,0.0002531043479674293
84,V0508,2024-08-16 11:10:15.441908024,P,5.602743361030498e-05
54,V0414,2024-08-16 11:10:02.555828197,P,0.00014234973773469538
158,V0809,2024-08-16 11:10:41.147171141,P,0.00010903017577230557
163,V0506,2024-08-16 11:10:43.704905499,S,0.000199726898553735
-1,V0306,2024-08-16 11:10:55.370982000,P,0.00013283753650080864
220,V0403,2024-08-16 11:11:05.254318382,P,3.369128416618255e-05
23,V0117,2024-08-16 11:09:50.571575074,S,6.995733137798157e-05
106,V0805,2024-08-16 11:10:21.286116467,S,5.196809123771075e-05
-1,V0407,2024-08-16 11:10:34.331384000,S,0.0001088341062671445
142,V0510,2024-08-16 11:10:36.907706516,P,0.00010263204468148292
28,V0306,2024-08-16 11:09:51.656658807,S,3.5731930135050735e-05
-1,V0403,2024-08-16 11:10:59.891721000,S,5.0687943817046847e-05
143,V0305,2024-08-16 11:10:37.198910320,S,0.0004263115630189009
30,V0408,2024-08-16 11:09:52.933635791,S,0.00013694446566105663
32,V0807,2024-08-16 11:09:53.775865429,S,9.288815585103822e-05
286,V0403,2024-08-16 11:11:32.402569662,S,5.307890613525173e-05
67,V0109,2024-08-16 11:10:07.960892773,P,3.6611129815317884e-05
107,V0510,2024-08-16 11:10:21.333705078,P,5.090332251618353e-05
137,V0805,2024-08-16 11:10:33.713870826,S,0.00010947664117678905
-1,V0303,2024-08-16 11:10:54.853135000,S,3.645174409273164e-05
237,V0414,2024-08-16 11:11:10.807982991,P,0.0001315041461092431
-1,V0506,2024-08-16 11:11:19.492747000,S,0.00023976718102435585
31,V0410,2024-08-16 11:09:53.774652702,S,0.0002128790884600833
-1,V0305,2024-08-16 11:10:37.657626000,S,4.2334869093623326e-05
-1,V0104,2024-08-16 11:10:12.475319000,P,0.0001506416118439509
190,V0809,2024-08-16 11:10:53.308184103,P,5.753404942317377e-05
38,V0306,2024-08-16 11:09:57.807913756,S,5.855425108603687e-05
43,V0402,2024-08-16 11:09:59.422194024,S,4.792244419048376e-05
96,V0117,2024-08-16 11:10:19.114561446,P,7.759619439650996e-05
6,V0505,2024-08-16 11:09:42.986683184,S,0.0003147317236776789
218,V0414,2024-08-16 11:11:04.105740251,S,0.00024177134294476213
-1,V0412,2024-08-16 11:11:07.195716000,P,3.8018692078091675e-05
-1,V0408,2024-08-16 11:09:56.248057000,S,0.0002271754114525459
11,V0306,2024-08-16 11:09:45.782554119,S,5.553178438910138e-05
53,V0808,2024-08-16 11:10:02.360880924,P,0.00039891711868740733
189,V0309,2024-08-16 11:10:53.024108318,P,4.507796099650114e-05
97,V0307,2024-08-16 11:10:19.236144334,P,5.47190483817311e-05
11,V0304,2024-08-16 11:09:45.782543964,P,8.250642537400521e-05
140,V0805,2024-08-16 11:10:36.639845799,P,8.7178597956775e-05
187,V0310,2024-08-16 11:10:52.371263515,P,5.027045154003376e-05
217,V0505,2024-08-16 11:11:04.094044903,S,0.0037367053916598915
291,V0508,2024-08-16 11:11:34.221138604,S,0.00011654124741208742
179,V0414,2024-08-16 11:10:48.188070304,P,0.00012176035558527822
31,V0308,2024-08-16 11:09:53.774685401,S,3.725384722357144e-05
148,V0812,2024-08-16 11:10:39.513521494,P,0.00015737231189611963
295,V0808,2024-08-16 11:11:36.221870076,S,3.642167998432138e-05
76,V0302,2024-08-16 11:10:12.925530987,S,0.00012644842813810232
57,V0309,2024-08-16 11:10:04.265905864,P,0.0004824124303141492
86,V0302,2024-08-16 11:10:16.288238365,P,5.126781182131537e-05
155,V0410,2024-08-16 11:10:39.919297238,S,0.0001303650671320823
83,V0508,2024-08-16 11:10:15.338403569,S,3.4779089879410663e-05
84,V0414,2024-08-16 11:10:15.441907717,P,0.0001247517581319647
-1,V0809,2024-08-16 11:09:50.913836000,S,0.0017996122979761886
45,V0409,2024-08-16 11:10:00.468125248,S,0.00012165071694597885
37,V0506,2024-08-16 11:09:57.041977980,P,0.0006110231139570754
263,V0506,2024-08-16 11:11:22.568002781,S,0.00017167463662797885
66,V0117,2024-08-16 11:10:07.649006684,S,7.827432337453307e-05
29,V0811,2024-08-16 11:09:52.258304129,S,4.0826636694911154e-05
9,V0303,2024-08-16 11:09:44.654613053,P,0.00014598317380559676
3,V0506,2024-08-16 11:09:41.559753211,P,0.0001910363034112384
155,V0702,2024-08-16 11:10:39.919321832,S,4.078293778831138e-05
241,V0304,2024-08-16 11:11:11.329067949,P,3.497701515584512e-05
184,V0102,2024-08-16 11:10:51.191245711,P,4.1791788946884006e-05
-1,V0307,2024-08-16 11:09:52.348513000,S,3.03579681748101e-05
226,V0117,2024-08-16 11:11:07.781095544,P,6.384818607070609e-05
109,V0506,2024-08-16 11:10:21.656535417,P,0.0007199694422881918
243,V0510,2024-08-16 11:11:14.149312876,P,6.726316631332221e-05
139,V0504,2024-08-16 11:10:35.221119653,S,6.513565706901211e-05
107,V0417,2024-08-16 11:10:21.333724910,S,9.323455028338186e-05
184,V0408,2024-08-16 11:10:51.191233994,S,0.0001212235962410677
268,V0805,2024-08-16 11:11:24.855947659,P,0.0004753029352787586
166,V0412,2024-08-16 11:10:44.896149234,S,0.0003681567765278362
194,V0702,2024-08-16 11:10:54.563686189,S,3.933553231352036e-05
-1,V0809,2024-08-16 11:11:31.084806000,P,3.172219893111566e-05
155,V0409,2024-08-16 11:10:39.919294680,P,0.00020550395921507217
273,V0410,2024-08-16 11:11:28.719917683,P,6.11263878806674e-05
291,V0310,2024-08-16 11:11:34.221144686,S,6.460137514897871e-05
233,V0117,2024-08-16 11:11:09.503257194,S,0.0004344565988381124
51,V0812,2024-08-16 11:10:01.808589155,P,4.1856954834191904e-05
-1,V0304,2024-08-16 11:10:17.197997000,S,6.485681002454049e-05
285,V0308,2024-08-16 11:11:32.239206684,S,8.197642182035259e-05
190,V0117,2024-08-16 11:10:53.308186112,P,9.248888467313432e-05
223,V0305,2024-08-16 11:11:06.565337275,S,0.00012024322139863393
117,V0302,2024-08-16 11:10:25.407596178,S,3.2761456885476616e-05
-1,V0409,2024-08-16 11:10:53.849923000,P,2.0663293487245257e-05
-1,V0309,2024-08-16 11:10:31.244305000,S,9.536564811798385e-05
-1,V0303,2024-08-16 11:09:46.512753000,S,0.002099769830490142
169,V0412,2024-08-16 11:10:45.342372868,S,3.659833248013822e-05
93,V0109,2024-08-16 11:10:18.640112434,P,3.617040904504753e-05
-1,V0305,2024-08-16 11:11:31.573379000,S,5.75517867999506e-05
118,V0810,2024-08-16 11:10:25.469685282,P,0.00012883285077632447
30,V0306,2024-08-16 11:09:52.933645697,S,7.054910058641418e-05
-1,V0409,2024-08-16 11:10:27.500923000,P,1.956016347102625e-05
257,V0506,2024-08-16 11:11:21.116688728,P,0.00014011617722162512
-1,V0308,2024-08-16 11:10:30.320094000,S,6.916409018830384e-05
222,V0505,2024-08-16 11:11:05.936416538,S,0.00015483767660256738
198,V0809,2024-08-16 11:10:55.265495618,P,0.0002518523774638807
207,V0808,2024-08-16 11:11:00.560030323,P,0.0001337259460676103
110,V0304,2024-08-16 11:10:22.929083234,P,3.6170287276425265e-05
-1,V0412,2024-08-16 11:10:11.387457000,P,0.00010441636671701919
-1,V0102,2024-08-16 11:10:35.896262000,P,0.000124222886515689
255,V0811,2024-08-16 11:11:20.628436709,P,6.0147414036718544e-05
-1,V0812,2024-08-16 11:10:15.313841000,S,4.007643531942748e-05
92,V0309,2024-08-16 11:10:17.938573859,P,3.9092205007503043e-05
268,V0811,2024-08-16 11:11:24.855948093,P,0.00024010821224651778
190,V0109,2024-08-16 11:10:53.308192822,P,3.349762632711614e-05
-1,V0403,2024-08-16 11:10:38.772277000,S,0.00019633014682338118
36,V0414,2024-08-16 11:09:56.307875608,P,8.41614085551823e-05
107,V0502,2024-08-16 11:10:21.333693986,S,0.00011567166115258255
55,V0506,2024-08-16 11:10:02.785169077,P,0.0003546576235111125
-1,V0508,2024-08-16 11:09:41.461357000,S,6.903253065403124e-05
50,V0117,2024-08-16 11:10:01.660434396,P,7.606957258442728e-05
-1,V0505,2024-08-16 11:10:05.500873000,S,0.0001978383186602345
180,V0802,2024-08-16 11:10:48.788565002,P,3.324909889513448e-05
26,V0109,2024-08-16 11:09:51.349569105,S,5.275676202086328e-05
12,V0502,2024-08-16 11:09:46.100936688,P,4.989500919637168e-05
-1,V0305,2024-08-16 11:09:59.437898000,S,5.2307158774064994e-05
112,V0310,2024-08-16 11:10:24.102314491,P,0.0001589427468633064
201,V0811,2024-08-16 11:10:55.975198958,S,6.317178040758248e-05
-1,V0417,2024-08-16 11:09:47.396542000,P,0.00010272085222212674
13,V0309,2024-08-16 11:09:46.864386833,S,8.519452515900419e-05
124,V0805,2024-08-16 11:10:29.732385184,S,0.0002477870833283046
52,V0117,2024-08-16 11:10:02.283057694,P,5.085384412553004e-05
65,V0302,2024-08-16 11:10:07.630897831,S,4.929403480227277e-05
218,V0117,2024-08-16 11:11:04.105732488,S,0.0001607073394582516
79,V0508,2024-08-16 11:10:13.532835985,S,0.0001485165322861109
218,V0509,2024-08-16 11:11:04.105739257,P,6.834877650921343e-05
-1,V0306,2024-08-16 11:11:00.776275000,S,0.0005586882464887294
-1,V0310,2024-08-16 11:10:01.532118000,S,9.650469868184678e-05
111,V0805,2024-08-16 11:10:23.784433153,P,0.00011229778752812538
-1,V0304,2024-08-16 11:10:06.794232000,P,6.660272142372355e-05
48,V0502,2024-08-16 11:10:01.225515547,S,3.962381244610073e-05
-1,V0502,2024-08-16 11:10:07.133382000,P,4.4206013729892064e-05
-1,V0305,2024-08-16 11:11:39.286869000,S,0.00010215809829144864
17,V0308,2024-08-16 11:09:48.320323150,P,4.1781265409230006e-05
